building_address,building_lat,building_lng,intersection_id,intersection_lat,intersection_lng,shortest_distance_meters
350 Livingston Street,40.6872205,-73.9806443,42481889,40.6949665,-73.987162,1124.4999999999998
350 Livingston Street,40.6872205,-73.9806443,42491554,40.6959659,-73.9845903,1458.0949999999998
350 Livingston Street,40.6872205,-73.9806443,42491582,40.6911662,-73.9821756,789.237
350 Livingston Street,40.6872205,-73.9806443,42491585,40.6899297,-73.9815542,494.845
350 Livingston Street,40.6872205,-73.9806443,42491589,40.688761,-73.980843,364.765
350 Livingston Street,40.6872205,-73.9806443,42492210,40.6904673,-73.9878775,614.396
350 Livingston Street,40.6872205,-73.9806443,42492213,40.6898629,-73.9882859,689.91
350 Livingston Street,40.6872205,-73.9806443,42494919,40.6922042,-73.9862727,787.807
350 Livingston Street,40.6872205,-73.9806443,42494920,40.6921587,-73.9852776,776.74
350 Livingston Street,40.6872205,-73.9806443,42494921,40.6921272,-73.9843423,697.806
350 Livingston Street,40.6872205,-73.9806443,42494924,40.6920899,-73.9833969,617.99
350 Livingston Street,40.6872205,-73.9806443,42496432,40.691039,-73.9894028,758.0899999999999
350 Livingston Street,40.6872205,-73.9806443,42497737,40.6960551,-73.9871076,1245.6349999999998
350 Livingston Street,40.6872205,-73.9806443,42502404,40.689222,-73.9846917,312.196
350 Livingston Street,40.6872205,-73.9806443,42510861,40.6901632,-73.9870995,540.597
350 Livingston Street,40.6872205,-73.9806443,42515825,40.6903899,-73.9898327,838.9229999999999
350 Livingston Street,40.6872205,-73.9806443,42523094,40.6890086,-73.9861587,489.655
350 Livingston Street,40.6872205,-73.9806443,42523684,40.6896291,-73.985733,410.976
350 Livingston Street,40.6872205,-73.9806443,42523688,40.688451,-73.9827164,124.87700000000001
350 Livingston Street,40.6872205,-73.9806443,42523691,40.6879371,-73.9813995,0.0
350 Livingston Street,40.6872205,-73.9806443,42523903,40.6905587,-73.9826854,869.304
350 Livingston Street,40.6872205,-73.9806443,278630368,40.692096,-73.9889495,868.236
350 Livingston Street,40.6872205,-73.9806443,278630910,40.6909958,-73.9892384,743.42
350 Livingston Street,40.6872205,-73.9806443,278631323,40.6903367,-73.9896591,854.7099999999999
350 Livingston Street,40.6872205,-73.9806443,278632281,40.6925287,-73.9888795,916.808
350 Livingston Street,40.6872205,-73.9806443,278632502,40.6950187,-73.9886923,1194.393
350 Livingston Street,40.6872205,-73.9806443,278632503,40.6961134,-73.988653,1316.2030000000002
350 Livingston Street,40.6872205,-73.9806443,588036470,40.6910889,-73.986427,659.107
350 Livingston Street,40.6872205,-73.9806443,597844593,40.6929609,-73.9833513,1367.6209999999999
350 Livingston Street,40.6872205,-73.9806443,597844596,40.6930266,-73.9831149,1377.59
350 Livingston Street,40.6872205,-73.9806443,597844756,40.6924916,-73.9905666,1012.745
350 Livingston Street,40.6872205,-73.9806443,597844772,40.6936062,-73.9835754,1292.7019999999998
350 Livingston Street,40.6872205,-73.9806443,1258875373,40.6913337,-73.9820768,647.417
350 Livingston Street,40.6872205,-73.9806443,1258875489,40.6899251,-73.9813796,480.115
350 Livingston Street,40.6872205,-73.9806443,1258875710,40.6920539,-73.9824379,698.957
350 Livingston Street,40.6872205,-73.9806443,1258875754,40.688872,-73.9808694,355.254
350 Livingston Street,40.6872205,-73.9806443,1258945540,40.6932475,-73.9887372,998.337
350 Livingston Street,40.6872205,-73.9806443,1258945651,40.693201,-73.9888695,991.648
350 Livingston Street,40.6872205,-73.9806443,1693893347,40.6931259,-73.9872481,919.7029999999999
350 Livingston Street,40.6872205,-73.9806443,2696777590,40.6899461,-73.983563,378.17600000000004
350 Livingston Street,40.6872205,-73.9806443,3026465132,40.6936053,-73.9833753,1309.5729999999999
350 Livingston Street,40.6872205,-73.9806443,3536386693,40.6932538,-73.9862175,1024.4329999999998
350 Livingston Street,40.6872205,-73.9806443,4526565698,40.693721,-73.9834313,1726.196
350 Livingston Street,40.6872205,-73.9806443,4735727610,40.6922318,-73.9872962,820.2009999999999
350 Livingston Street,40.6872205,-73.9806443,5009155051,40.694921,-73.9860671,1216.9679999999998
350 Livingston Street,40.6872205,-73.9806443,6933321234,40.6910987,-73.9891992,755.343
350 Livingston Street,40.6872205,-73.9806443,6993160951,40.6936085,-73.9842856,1232.8249999999998
350 Livingston Street,40.6872205,-73.9806443,10001058440,40.6949359,-73.988697,1185.178
350 Livingston Street,40.6872205,-73.9806443,11381945329,40.695257,-73.9886807,1220.909
350 Livingston Street,40.6872205,-73.9806443,11381945330,40.6961114,-73.9885861,1316.365
237 Duffield Street,40.6909375,-73.9841338,42464631,40.6920559,-73.9826228,388.015
237 Duffield Street,40.6909375,-73.9841338,42464823,40.6921704,-73.9891263,654.748
237 Duffield Street,40.6909375,-73.9841338,42464824,40.6918024,-73.9882134,586.412
237 Duffield Street,40.6909375,-73.9841338,42464827,40.6914546,-73.9873387,503.139
237 Duffield Street,40.6909375,-73.9841338,42464832,40.690663,-73.9853532,530.744
237 Duffield Street,40.6909375,-73.9841338,42464834,40.690561,-73.985105,64.069
237 Duffield Street,40.6909375,-73.9841338,42464836,40.690292,-73.984433,0.0
237 Duffield Street,40.6909375,-73.9841338,42464838,40.6901448,-73.9840629,35.236
237 Duffield Street,40.6909375,-73.9841338,42464844,40.6897015,-73.9829511,141.148
237 Duffield Street,40.6909375,-73.9841338,42464847,40.689358,-73.982098,222.589
237 Duffield Street,40.6909375,-73.9841338,42464848,40.6889411,-73.9810499,322.383
237 Duffield Street,40.6909375,-73.9841338,42466438,40.6887841,-73.9835721,255.81099999999998
237 Duffield Street,40.6909375,-73.9841338,42469226,40.6932563,-73.9881544,749.0740000000001
237 Duffield Street,40.6909375,-73.9841338,42469228,40.6922794,-73.9881997,640.3810000000001
237 Duffield Street,40.6909375,-73.9841338,42480566,40.693036,-73.984292,938.627
237 Duffield Street,40.6909375,-73.9841338,42480569,40.6930502,-73.9852301,859.5189999999999
237 Duffield Street,40.6909375,-73.9841338,42480571,40.693088,-73.986226,775.4469999999999
237 Duffield Street,40.6909375,-73.9841338,42481889,40.6949665,-73.987162,893.9639999999999
237 Duffield Street,40.6909375,-73.9841338,42491554,40.6959659,-73.9845903,1227.559
237 Duffield Street,40.6909375,-73.9841338,42491582,40.6911662,-73.9821756,493.88599999999997
237 Duffield Street,40.6909375,-73.9841338,42491585,40.6899297,-73.9815542,479.022
237 Duffield Street,40.6909375,-73.9841338,42491589,40.688761,-73.980843,348.942
237 Duffield Street,40.6909375,-73.9841338,42492210,40.6904673,-73.9878775,383.86
237 Duffield Street,40.6909375,-73.9841338,42492213,40.6898629,-73.9882859,459.374
237 Duffield Street,40.6909375,-73.9841338,42494919,40.6922042,-73.9862727,557.271
237 Duffield Street,40.6909375,-73.9841338,42494920,40.6921587,-73.9852776,481.389
237 Duffield Street,40.6909375,-73.9841338,42494921,40.6921272,-73.9843423,402.45500000000004
237 Duffield Street,40.6909375,-73.9841338,42494924,40.6920899,-73.9833969,322.639
237 Duffield Street,40.6909375,-73.9841338,42496432,40.691039,-73.9894028,527.554
237 Duffield Street,40.6909375,-73.9841338,42497737,40.6960551,-73.9871076,1015.0989999999999
237 Duffield Street,40.6909375,-73.9841338,42502404,40.689222,-73.9846917,279.21999999999997
237 Duffield Street,40.6909375,-73.9841338,42510861,40.6901632,-73.9870995,310.06100000000004
237 Duffield Street,40.6909375,-73.9841338,42515825,40.6903899,-73.9898327,608.387
237 Duffield Street,40.6909375,-73.9841338,42523094,40.6890086,-73.9861587,259.119
237 Duffield Street,40.6909375,-73.9841338,42523684,40.6896291,-73.985733,180.44
237 Duffield Street,40.6909375,-73.9841338,42523688,40.688451,-73.9827164,336.912
237 Duffield Street,40.6909375,-73.9841338,42523691,40.6879371,-73.9813995,451.873
237 Duffield Street,40.6909375,-73.9841338,42523903,40.6905587,-73.9826854,573.953
237 Duffield Street,40.6909375,-73.9841338,278630368,40.692096,-73.9889495,637.7
237 Duffield Street,40.6909375,-73.9841338,278630910,40.6909958,-73.9892384,512.884
237 Duffield Street,40.6909375,-73.9841338,278631323,40.6903367,-73.9896591,624.174
237 Duffield Street,40.6909375,-73.9841338,278632281,40.6925287,-73.9888795,686.272
237 Duffield Street,40.6909375,-73.9841338,278632502,40.6950187,-73.9886923,963.8570000000001
237 Duffield Street,40.6909375,-73.9841338,278632503,40.6961134,-73.988653,1085.6670000000001
237 Duffield Street,40.6909375,-73.9841338,588036470,40.6910889,-73.986427,428.571
237 Duffield Street,40.6909375,-73.9841338,597844593,40.6929609,-73.9833513,1137.085
237 Duffield Street,40.6909375,-73.9841338,597844596,40.6930266,-73.9831149,1147.054
237 Duffield Street,40.6909375,-73.9841338,597844756,40.6924916,-73.9905666,782.2090000000001
237 Duffield Street,40.6909375,-73.9841338,597844772,40.6936062,-73.9835754,1062.166
237 Duffield Street,40.6909375,-73.9841338,1258875373,40.6913337,-73.9820768,631.5939999999999
237 Duffield Street,40.6909375,-73.9841338,1258875489,40.6899251,-73.9813796,464.292
237 Duffield Street,40.6909375,-73.9841338,1258875710,40.6920539,-73.9824379,403.606
237 Duffield Street,40.6909375,-73.9841338,1258875754,40.688872,-73.9808694,339.431
237 Duffield Street,40.6909375,-73.9841338,1258945540,40.6932475,-73.9887372,767.801
237 Duffield Street,40.6909375,-73.9841338,1258945651,40.693201,-73.9888695,761.1120000000001
237 Duffield Street,40.6909375,-73.9841338,1693893347,40.6931259,-73.9872481,689.1669999999999
237 Duffield Street,40.6909375,-73.9841338,2696777590,40.6899461,-73.983563,82.82499999999999
237 Duffield Street,40.6909375,-73.9841338,3026465132,40.6936053,-73.9833753,1079.037
237 Duffield Street,40.6909375,-73.9841338,3536386693,40.6932538,-73.9862175,793.8969999999999
237 Duffield Street,40.6909375,-73.9841338,4526565698,40.693721,-73.9834313,1495.66
237 Duffield Street,40.6909375,-73.9841338,4735727610,40.6922318,-73.9872962,589.665
237 Duffield Street,40.6909375,-73.9841338,5009155051,40.694921,-73.9860671,986.4319999999999
237 Duffield Street,40.6909375,-73.9841338,6933321234,40.6910987,-73.9891992,524.807
237 Duffield Street,40.6909375,-73.9841338,6993160951,40.6936085,-73.9842856,1002.289
237 Duffield Street,40.6909375,-73.9841338,10001058440,40.6949359,-73.988697,954.642
237 Duffield Street,40.6909375,-73.9841338,11381945329,40.695257,-73.9886807,990.373
237 Duffield Street,40.6909375,-73.9841338,11381945330,40.6961114,-73.9885861,1085.829
308 Livingston Street,40.6881294,-73.9824686,42464631,40.6920559,-73.9826228,558.489
308 Livingston Street,40.6881294,-73.9824686,42464823,40.6921704,-73.9891263,760.407
308 Livingston Street,40.6881294,-73.9824686,42464824,40.6918024,-73.9882134,692.071
308 Livingston Street,40.6881294,-73.9824686,42464827,40.6914546,-73.9873387,608.798
308 Livingston Street,40.6881294,-73.9824686,42464832,40.690663,-73.9853532,636.403
308 Livingston Street,40.6881294,-73.9824686,42464834,40.690561,-73.985105,660.205
308 Livingston Street,40.6881294,-73.9824686,42464836,40.690292,-73.984433,724.274
308 Livingston Street,40.6881294,-73.9824686,42464838,40.6901448,-73.9840629,302.817
308 Livingston Street,40.6881294,-73.9824686,42464844,40.6897015,-73.9829511,194.976
308 Livingston Street,40.6881294,-73.9824686,42464847,40.689358,-73.982098,113.53500000000001
308 Livingston Street,40.6881294,-73.9824686,42464848,40.6889411,-73.9810499,213.329
308 Livingston Street,40.6881294,-73.9824686,42466438,40.6887841,-73.9835721,81.10100000000001
308 Livingston Street,40.6881294,-73.9824686,42469226,40.6932563,-73.9881544,854.733
308 Livingston Street,40.6881294,-73.9824686,42469228,40.6922794,-73.9881997,746.04
308 Livingston Street,40.6881294,-73.9824686,42480566,40.693036,-73.984292,1044.2859999999998
308 Livingston Street,40.6881294,-73.9824686,42480569,40.6930502,-73.9852301,965.1779999999999
308 Livingston Street,40.6881294,-73.9824686,42480571,40.693088,-73.986226,881.1059999999999
308 Livingston Street,40.6881294,-73.9824686,42481889,40.6949665,-73.987162,999.6229999999999
308 Livingston Street,40.6881294,-73.9824686,42491554,40.6959659,-73.9845903,1333.218
308 Livingston Street,40.6881294,-73.9824686,42491582,40.6911662,-73.9821756,664.36
308 Livingston Street,40.6881294,-73.9824686,42491585,40.6899297,-73.9815542,369.968
308 Livingston Street,40.6881294,-73.9824686,42491589,40.688761,-73.980843,239.888
308 Livingston Street,40.6881294,-73.9824686,42492210,40.6904673,-73.9878775,489.519
308 Livingston Street,40.6881294,-73.9824686,42492213,40.6898629,-73.9882859,565.033
308 Livingston Street,40.6881294,-73.9824686,42494919,40.6922042,-73.9862727,662.9300000000001
308 Livingston Street,40.6881294,-73.9824686,42494920,40.6921587,-73.9852776,651.8629999999999
308 Livingston Street,40.6881294,-73.9824686,42494921,40.6921272,-73.9843423,572.929
308 Livingston Street,40.6881294,-73.9824686,42494924,40.6920899,-73.9833969,493.113
308 Livingston Street,40.6881294,-73.9824686,42496432,40.691039,-73.9894028,633.213
308 Livingston Street,40.6881294,-73.9824686,42497737,40.6960551,-73.9871076,1120.758
308 Livingston Street,40.6881294,-73.9824686,42502404,40.689222,-73.9846917,187.31900000000002
308 Livingston Street,40.6881294,-73.9824686,42510861,40.6901632,-73.9870995,415.72
308 Livingston Street,40.6881294,-73.9824686,42515825,40.6903899,-73.9898327,714.0459999999999
308 Livingston Street,40.6881294,-73.9824686,42523094,40.6890086,-73.9861587,364.778
308 Livingston Street,40.6881294,-73.9824686,42523684,40.6896291,-73.985733,286.09900000000005
308 Livingston Street,40.6881294,-73.9824686,42523688,40.688451,-73.9827164,0.0
308 Livingston Street,40.6881294,-73.9824686,42523691,40.6879371,-73.9813995,124.877
308 Livingston Street,40.6881294,-73.9824686,42523903,40.6905587,-73.9826854,744.427
308 Livingston Street,40.6881294,-73.9824686,278630368,40.692096,-73.9889495,743.359
308 Livingston Street,40.6881294,-73.9824686,278630910,40.6909958,-73.9892384,618.543
308 Livingston Street,40.6881294,-73.9824686,278631323,40.6903367,-73.9896591,729.833
308 Livingston Street,40.6881294,-73.9824686,278632281,40.6925287,-73.9888795,791.931
308 Livingston Street,40.6881294,-73.9824686,278632502,40.6950187,-73.9886923,1069.516
308 Livingston Street,40.6881294,-73.9824686,278632503,40.6961134,-73.988653,1191.3260000000002
308 Livingston Street,40.6881294,-73.9824686,588036470,40.6910889,-73.986427,534.23
308 Livingston Street,40.6881294,-73.9824686,597844593,40.6929609,-73.9833513,1242.744
308 Livingston Street,40.6881294,-73.9824686,597844596,40.6930266,-73.9831149,1252.713
308 Livingston Street,40.6881294,-73.9824686,597844756,40.6924916,-73.9905666,887.868
308 Livingston Street,40.6881294,-73.9824686,597844772,40.6936062,-73.9835754,1167.8249999999998
308 Livingston Street,40.6881294,-73.9824686,1258875373,40.6913337,-73.9820768,522.54
308 Livingston Street,40.6881294,-73.9824686,1258875489,40.6899251,-73.9813796,355.238
308 Livingston Street,40.6881294,-73.9824686,1258875710,40.6920539,-73.9824379,574.08
308 Livingston Street,40.6881294,-73.9824686,1258875754,40.688872,-73.9808694,230.377
308 Livingston Street,40.6881294,-73.9824686,1258945540,40.6932475,-73.9887372,873.46
308 Livingston Street,40.6881294,-73.9824686,1258945651,40.693201,-73.9888695,866.7710000000001
308 Livingston Street,40.6881294,-73.9824686,1693893347,40.6931259,-73.9872481,794.8259999999999
308 Livingston Street,40.6881294,-73.9824686,2696777590,40.6899461,-73.983563,253.299
308 Livingston Street,40.6881294,-73.9824686,3026465132,40.6936053,-73.9833753,1184.696
308 Livingston Street,40.6881294,-73.9824686,3536386693,40.6932538,-73.9862175,899.5559999999999
308 Livingston Street,40.6881294,-73.9824686,4526565698,40.693721,-73.9834313,1601.3190000000002
308 Livingston Street,40.6881294,-73.9824686,4735727610,40.6922318,-73.9872962,695.324
308 Livingston Street,40.6881294,-73.9824686,5009155051,40.694921,-73.9860671,1092.091
308 Livingston Street,40.6881294,-73.9824686,6933321234,40.6910987,-73.9891992,630.466
308 Livingston Street,40.6881294,-73.9824686,6993160951,40.6936085,-73.9842856,1107.9479999999999
308 Livingston Street,40.6881294,-73.9824686,10001058440,40.6949359,-73.988697,1060.3010000000002
308 Livingston Street,40.6881294,-73.9824686,11381945329,40.695257,-73.9886807,1096.0320000000002
308 Livingston Street,40.6881294,-73.9824686,11381945330,40.6961114,-73.9885861,1191.488
1 Boerum Place,40.6915721,-73.9887745,42464631,40.6920559,-73.9826228,748.292
1 Boerum Place,40.6915721,-73.9887745,42464823,40.6921704,-73.9891263,87.173
1 Boerum Place,40.6915721,-73.9887745,42464824,40.6918024,-73.9882134,0.0
1 Boerum Place,40.6915721,-73.9887745,42464827,40.6914546,-73.9873387,83.273
1 Boerum Place,40.6915721,-73.9887745,42464832,40.690663,-73.9853532,272.406
1 Boerum Place,40.6915721,-73.9887745,42464834,40.690561,-73.985105,296.208
1 Boerum Place,40.6915721,-73.9887745,42464836,40.690292,-73.984433,360.27700000000004
1 Boerum Place,40.6915721,-73.9887745,42464838,40.6901448,-73.9840629,395.51300000000003
1 Boerum Place,40.6915721,-73.9887745,42464844,40.6897015,-73.9829511,501.425
1 Boerum Place,40.6915721,-73.9887745,42464847,40.689358,-73.982098,582.866
1 Boerum Place,40.6915721,-73.9887745,42464848,40.6889411,-73.9810499,682.66
1 Boerum Place,40.6915721,-73.9887745,42466438,40.6887841,-73.9835721,610.9699999999999
1 Boerum Place,40.6915721,-73.9887745,42469226,40.6932563,-73.9881544,162.662
1 Boerum Place,40.6915721,-73.9887745,42469228,40.6922794,-73.9881997,53.968999999999994
1 Boerum Place,40.6915721,-73.9887745,42480566,40.693036,-73.984292,479.86600000000004
1 Boerum Place,40.6915721,-73.9887745,42480569,40.6930502,-73.9852301,400.75800000000004
1 Boerum Place,40.6915721,-73.9887745,42480571,40.693088,-73.986226,316.68600000000004
1 Boerum Place,40.6915721,-73.9887745,42481889,40.6949665,-73.987162,435.203
1 Boerum Place,40.6915721,-73.9887745,42491554,40.6959659,-73.9845903,768.798
1 Boerum Place,40.6915721,-73.9887745,42491582,40.6911662,-73.9821756,854.163
1 Boerum Place,40.6915721,-73.9887745,42491585,40.6899297,-73.9815542,839.299
1 Boerum Place,40.6915721,-73.9887745,42491589,40.688761,-73.980843,709.2189999999999
1 Boerum Place,40.6915721,-73.9887745,42492210,40.6904673,-73.9878775,202.552
1 Boerum Place,40.6915721,-73.9887745,42492213,40.6898629,-73.9882859,278.066
1 Boerum Place,40.6915721,-73.9887745,42494919,40.6922042,-73.9862727,298.933
1 Boerum Place,40.6915721,-73.9887745,42494920,40.6921587,-73.9852776,499.96900000000005
1 Boerum Place,40.6915721,-73.9887745,42494921,40.6921272,-73.9843423,581.01
1 Boerum Place,40.6915721,-73.9887745,42494924,40.6920899,-73.9833969,682.916
1 Boerum Place,40.6915721,-73.9887745,42496432,40.691039,-73.9894028,215.19
1 Boerum Place,40.6915721,-73.9887745,42497737,40.6960551,-73.9871076,556.338
1 Boerum Place,40.6915721,-73.9887745,42502404,40.689222,-73.9846917,504.75199999999995
1 Boerum Place,40.6915721,-73.9887745,42510861,40.6901632,-73.9870995,276.351
1 Boerum Place,40.6915721,-73.9887745,42515825,40.6903899,-73.9898327,296.023
1 Boerum Place,40.6915721,-73.9887745,42523094,40.6890086,-73.9861587,481.061
1 Boerum Place,40.6915721,-73.9887745,42523684,40.6896291,-73.985733,405.972
1 Boerum Place,40.6915721,-73.9887745,42523688,40.688451,-73.9827164,692.0709999999999
1 Boerum Place,40.6915721,-73.9887745,42523691,40.6879371,-73.9813995,812.15
1 Boerum Place,40.6915721,-73.9887745,42523903,40.6905587,-73.9826854,934.23
1 Boerum Place,40.6915721,-73.9887745,278630368,40.692096,-73.9889495,70.125
1 Boerum Place,40.6915721,-73.9887745,278630910,40.6909958,-73.9892384,229.85999999999999
1 Boerum Place,40.6915721,-73.9887745,278631323,40.6903367,-73.9896591,311.81
1 Boerum Place,40.6915721,-73.9887745,278632281,40.6925287,-73.9888795,118.697
1 Boerum Place,40.6915721,-73.9887745,278632502,40.6950187,-73.9886923,396.282
1 Boerum Place,40.6915721,-73.9887745,278632503,40.6961134,-73.988653,518.092
1 Boerum Place,40.6915721,-73.9887745,588036470,40.6910889,-73.986427,170.233
1 Boerum Place,40.6915721,-73.9887745,597844593,40.6929609,-73.9833513,678.324
1 Boerum Place,40.6915721,-73.9887745,597844596,40.6930266,-73.9831149,688.2929999999999
1 Boerum Place,40.6915721,-73.9887745,597844756,40.6924916,-73.9905666,214.634
1 Boerum Place,40.6915721,-73.9887745,597844772,40.6936062,-73.9835754,603.405
1 Boerum Place,40.6915721,-73.9887745,1258875373,40.6913337,-73.9820768,991.871
1 Boerum Place,40.6915721,-73.9887745,1258875489,40.6899251,-73.9813796,824.569
1 Boerum Place,40.6915721,-73.9887745,1258875710,40.6920539,-73.9824379,763.883
1 Boerum Place,40.6915721,-73.9887745,1258875754,40.688872,-73.9808694,699.708
1 Boerum Place,40.6915721,-73.9887745,1258945540,40.6932475,-73.9887372,200.226
1 Boerum Place,40.6915721,-73.9887745,1258945651,40.693201,-73.9888695,193.537
1 Boerum Place,40.6915721,-73.9887745,1693893347,40.6931259,-73.9872481,230.406
1 Boerum Place,40.6915721,-73.9887745,2696777590,40.6899461,-73.983563,443.10200000000003
1 Boerum Place,40.6915721,-73.9887745,3026465132,40.6936053,-73.9833753,620.276
1 Boerum Place,40.6915721,-73.9887745,3536386693,40.6932538,-73.9862175,335.136
1 Boerum Place,40.6915721,-73.9887745,4526565698,40.693721,-73.9834313,1036.8990000000001
1 Boerum Place,40.6915721,-73.9887745,4735727610,40.6922318,-73.9872962,130.904
1 Boerum Place,40.6915721,-73.9887745,5009155051,40.694921,-73.9860671,527.6709999999999
1 Boerum Place,40.6915721,-73.9887745,6933321234,40.6910987,-73.9891992,241.783
1 Boerum Place,40.6915721,-73.9887745,6993160951,40.6936085,-73.9842856,543.528
1 Boerum Place,40.6915721,-73.9887745,10001058440,40.6949359,-73.988697,387.067
1 Boerum Place,40.6915721,-73.9887745,11381945329,40.695257,-73.9886807,422.798
1 Boerum Place,40.6915721,-73.9887745,11381945330,40.6961114,-73.9885861,518.254
365 Jay Street,40.6927137,-73.9869389,42464631,40.6920559,-73.9826228,573.5260000000001
365 Jay Street,40.6927137,-73.9869389,42464823,40.6921704,-73.9891263,356.47400000000005
365 Jay Street,40.6927137,-73.9869389,42464824,40.6918024,-73.9882134,269.30100000000004
365 Jay Street,40.6927137,-73.9869389,42464827,40.6914546,-73.9873387,186.02800000000002
365 Jay Street,40.6927137,-73.9869389,42464832,40.690663,-73.9853532,375.16100000000006
365 Jay Street,40.6927137,-73.9869389,42464834,40.690561,-73.985105,398.9630000000001
365 Jay Street,40.6927137,-73.9869389,42464836,40.690292,-73.984433,463.0320000000001
365 Jay Street,40.6927137,-73.9869389,42464838,40.6901448,-73.9840629,498.2680000000001
365 Jay Street,40.6927137,-73.9869389,42464844,40.6897015,-73.9829511,604.1800000000001
365 Jay Street,40.6927137,-73.9869389,42464847,40.689358,-73.982098,685.6210000000001
365 Jay Street,40.6927137,-73.9869389,42464848,40.6889411,-73.9810499,785.4150000000001
365 Jay Street,40.6927137,-73.9869389,42466438,40.6887841,-73.9835721,713.7249999999999
365 Jay Street,40.6927137,-73.9869389,42469226,40.6932563,-73.9881544,431.9630000000001
365 Jay Street,40.6927137,-73.9869389,42469228,40.6922794,-73.9881997,323.27000000000004
365 Jay Street,40.6927137,-73.9869389,42480566,40.693036,-73.984292,249.46000000000004
365 Jay Street,40.6927137,-73.9869389,42480569,40.6930502,-73.9852301,170.352
365 Jay Street,40.6927137,-73.9869389,42480571,40.693088,-73.986226,86.28
365 Jay Street,40.6927137,-73.9869389,42481889,40.6949665,-73.987162,204.797
365 Jay Street,40.6927137,-73.9869389,42491554,40.6959659,-73.9845903,538.392
365 Jay Street,40.6927137,-73.9869389,42491582,40.6911662,-73.9821756,679.397
365 Jay Street,40.6927137,-73.9869389,42491585,40.6899297,-73.9815542,826.5340000000001
365 Jay Street,40.6927137,-73.9869389,42491589,40.688761,-73.980843,811.974
365 Jay Street,40.6927137,-73.9869389,42492210,40.6904673,-73.9878775,305.307
365 Jay Street,40.6927137,-73.9869389,42492213,40.6898629,-73.9882859,380.821
365 Jay Street,40.6927137,-73.9869389,42494919,40.6922042,-73.9862727,353.613
365 Jay Street,40.6927137,-73.9869389,42494920,40.6921587,-73.9852776,269.563
365 Jay Street,40.6927137,-73.9869389,42494921,40.6921272,-73.9843423,350.60400000000004
365 Jay Street,40.6927137,-73.9869389,42494924,40.6920899,-73.9833969,544.845
365 Jay Street,40.6927137,-73.9869389,42496432,40.691039,-73.9894028,449.00100000000003
365 Jay Street,40.6927137,-73.9869389,42497737,40.6960551,-73.9871076,325.932
365 Jay Street,40.6927137,-73.9869389,42502404,40.689222,-73.9846917,607.507
365 Jay Street,40.6927137,-73.9869389,42510861,40.6901632,-73.9870995,379.106
365 Jay Street,40.6927137,-73.9869389,42515825,40.6903899,-73.9898327,529.8340000000001
365 Jay Street,40.6927137,-73.9869389,42523094,40.6890086,-73.9861587,583.816
