building_address,building_lat,building_lng,intersection_id,intersection_lat,intersection_lng,shortest_distance_meters
365 Jay Street,40.6927137,-73.9869389,42523684,40.6896291,-73.985733,508.727
365 Jay Street,40.6927137,-73.9869389,42523688,40.688451,-73.9827164,794.8259999999999
365 Jay Street,40.6927137,-73.9869389,42523691,40.6879371,-73.9813995,914.9050000000001
365 Jay Street,40.6927137,-73.9869389,42523903,40.6905587,-73.9826854,759.464
365 Jay Street,40.6927137,-73.9869389,278630368,40.692096,-73.9889495,339.42600000000004
365 Jay Street,40.6927137,-73.9869389,278630910,40.6909958,-73.9892384,434.331
365 Jay Street,40.6927137,-73.9869389,278631323,40.6903367,-73.9896591,545.6210000000001
365 Jay Street,40.6927137,-73.9869389,278632281,40.6925287,-73.9888795,387.99800000000005
365 Jay Street,40.6927137,-73.9869389,278632502,40.6950187,-73.9886923,665.5830000000002
365 Jay Street,40.6927137,-73.9869389,278632503,40.6961134,-73.988653,787.3930000000001
365 Jay Street,40.6927137,-73.9869389,588036470,40.6910889,-73.986427,272.98800000000006
365 Jay Street,40.6927137,-73.9869389,597844593,40.6929609,-73.9833513,447.918
365 Jay Street,40.6927137,-73.9869389,597844596,40.6930266,-73.9831149,457.887
365 Jay Street,40.6927137,-73.9869389,597844756,40.6924916,-73.9905666,483.93500000000006
365 Jay Street,40.6927137,-73.9869389,597844772,40.6936062,-73.9835754,372.999
365 Jay Street,40.6927137,-73.9869389,1258875373,40.6913337,-73.9820768,1094.626
365 Jay Street,40.6927137,-73.9869389,1258875489,40.6899251,-73.9813796,927.3240000000001
365 Jay Street,40.6927137,-73.9869389,1258875710,40.6920539,-73.9824379,589.1170000000001
365 Jay Street,40.6927137,-73.9869389,1258875754,40.688872,-73.9808694,802.4630000000001
365 Jay Street,40.6927137,-73.9869389,1258945540,40.6932475,-73.9887372,469.52700000000004
365 Jay Street,40.6927137,-73.9869389,1258945651,40.693201,-73.9888695,462.8380000000001
365 Jay Street,40.6927137,-73.9869389,1693893347,40.6931259,-73.9872481,0.0
365 Jay Street,40.6927137,-73.9869389,2696777590,40.6899461,-73.983563,545.8570000000001
365 Jay Street,40.6927137,-73.9869389,3026465132,40.6936053,-73.9833753,389.87
365 Jay Street,40.6927137,-73.9869389,3536386693,40.6932538,-73.9862175,104.73
365 Jay Street,40.6927137,-73.9869389,4526565698,40.693721,-73.9834313,806.4930000000002
365 Jay Street,40.6927137,-73.9869389,4735727610,40.6922318,-73.9872962,99.502
365 Jay Street,40.6927137,-73.9869389,5009155051,40.694921,-73.9860671,297.265
365 Jay Street,40.6927137,-73.9869389,6933321234,40.6910987,-73.9891992,446.254
365 Jay Street,40.6927137,-73.9869389,6993160951,40.6936085,-73.9842856,313.122
365 Jay Street,40.6927137,-73.9869389,10001058440,40.6949359,-73.988697,656.3680000000002
365 Jay Street,40.6927137,-73.9869389,11381945329,40.695257,-73.9886807,692.0990000000002
365 Jay Street,40.6927137,-73.9869389,11381945330,40.6961114,-73.9885861,787.5550000000002
7 Dekalb Avenue,40.6902676,-73.9832108,42464631,40.6920559,-73.9826228,305.19
7 Dekalb Avenue,40.6902676,-73.9832108,42464823,40.6921704,-73.9891263,827.3290000000001
7 Dekalb Avenue,40.6902676,-73.9832108,42464824,40.6918024,-73.9882134,740.1560000000001
7 Dekalb Avenue,40.6902676,-73.9832108,42464827,40.6914546,-73.9873387,656.883
7 Dekalb Avenue,40.6902676,-73.9832108,42464832,40.690663,-73.9853532,565.0
7 Dekalb Avenue,40.6902676,-73.9832108,42464834,40.690561,-73.985105,587.9079999999999
7 Dekalb Avenue,40.6902676,-73.9832108,42464836,40.690292,-73.984433,523.8389999999999
7 Dekalb Avenue,40.6902676,-73.9832108,42464838,40.6901448,-73.9840629,394.702
7 Dekalb Avenue,40.6902676,-73.9832108,42464844,40.6897015,-73.9829511,58.323
7 Dekalb Avenue,40.6902676,-73.9832108,42464847,40.689358,-73.982098,139.764
7 Dekalb Avenue,40.6902676,-73.9832108,42464848,40.6889411,-73.9810499,239.558
7 Dekalb Avenue,40.6902676,-73.9832108,42466438,40.6887841,-73.9835721,172.986
7 Dekalb Avenue,40.6902676,-73.9832108,42469226,40.6932563,-73.9881544,902.818
7 Dekalb Avenue,40.6902676,-73.9832108,42469228,40.6922794,-73.9881997,794.125
7 Dekalb Avenue,40.6902676,-73.9832108,42480566,40.693036,-73.984292,919.319
7 Dekalb Avenue,40.6902676,-73.9832108,42480569,40.6930502,-73.9852301,840.2109999999999
7 Dekalb Avenue,40.6902676,-73.9832108,42480571,40.693088,-73.986226,756.1389999999999
7 Dekalb Avenue,40.6902676,-73.9832108,42481889,40.6949665,-73.987162,874.656
7 Dekalb Avenue,40.6902676,-73.9832108,42491554,40.6959659,-73.9845903,1208.251
7 Dekalb Avenue,40.6902676,-73.9832108,42491582,40.6911662,-73.9821756,411.06100000000004
7 Dekalb Avenue,40.6902676,-73.9832108,42491585,40.6899297,-73.9815542,396.197
7 Dekalb Avenue,40.6902676,-73.9832108,42491589,40.688761,-73.980843,266.11699999999996
7 Dekalb Avenue,40.6902676,-73.9832108,42492210,40.6904673,-73.9878775,581.404
7 Dekalb Avenue,40.6902676,-73.9832108,42492213,40.6898629,-73.9882859,656.918
7 Dekalb Avenue,40.6902676,-73.9832108,42494919,40.6922042,-73.9862727,482.614
7 Dekalb Avenue,40.6902676,-73.9832108,42494920,40.6921587,-73.9852776,398.56399999999996
7 Dekalb Avenue,40.6902676,-73.9832108,42494921,40.6921272,-73.9843423,319.63
7 Dekalb Avenue,40.6902676,-73.9832108,42494924,40.6920899,-73.9833969,239.814
7 Dekalb Avenue,40.6902676,-73.9832108,42496432,40.691039,-73.9894028,725.098
7 Dekalb Avenue,40.6902676,-73.9832108,42497737,40.6960551,-73.9871076,995.7909999999999
7 Dekalb Avenue,40.6902676,-73.9832108,42502404,40.689222,-73.9846917,279.204
7 Dekalb Avenue,40.6902676,-73.9832108,42510861,40.6901632,-73.9870995,507.605
7 Dekalb Avenue,40.6902676,-73.9832108,42515825,40.6903899,-73.9898327,805.9309999999999
7 Dekalb Avenue,40.6902676,-73.9832108,42523094,40.6890086,-73.9861587,456.663
7 Dekalb Avenue,40.6902676,-73.9832108,42523684,40.6896291,-73.985733,377.98400000000004
7 Dekalb Avenue,40.6902676,-73.9832108,42523688,40.688451,-73.9827164,254.087
7 Dekalb Avenue,40.6902676,-73.9832108,42523691,40.6879371,-73.9813995,369.04799999999994
7 Dekalb Avenue,40.6902676,-73.9832108,42523903,40.6905587,-73.9826854,491.12800000000004
7 Dekalb Avenue,40.6902676,-73.9832108,278630368,40.692096,-73.9889495,810.2810000000001
7 Dekalb Avenue,40.6902676,-73.9832108,278630910,40.6909958,-73.9892384,710.428
7 Dekalb Avenue,40.6902676,-73.9832108,278631323,40.6903367,-73.9896591,821.718
7 Dekalb Avenue,40.6902676,-73.9832108,278632281,40.6925287,-73.9888795,858.8530000000001
7 Dekalb Avenue,40.6902676,-73.9832108,278632502,40.6950187,-73.9886923,1136.438
7 Dekalb Avenue,40.6902676,-73.9832108,278632503,40.6961134,-73.988653,1258.2480000000003
7 Dekalb Avenue,40.6902676,-73.9832108,588036470,40.6910889,-73.986427,626.115
7 Dekalb Avenue,40.6902676,-73.9832108,597844593,40.6929609,-73.9833513,1117.777
7 Dekalb Avenue,40.6902676,-73.9832108,597844596,40.6930266,-73.9831149,1127.746
7 Dekalb Avenue,40.6902676,-73.9832108,597844756,40.6924916,-73.9905666,954.7900000000001
7 Dekalb Avenue,40.6902676,-73.9832108,597844772,40.6936062,-73.9835754,1042.858
7 Dekalb Avenue,40.6902676,-73.9832108,1258875373,40.6913337,-73.9820768,548.769
7 Dekalb Avenue,40.6902676,-73.9832108,1258875489,40.6899251,-73.9813796,381.467
7 Dekalb Avenue,40.6902676,-73.9832108,1258875710,40.6920539,-73.9824379,320.781
7 Dekalb Avenue,40.6902676,-73.9832108,1258875754,40.688872,-73.9808694,256.606
7 Dekalb Avenue,40.6902676,-73.9832108,1258945540,40.6932475,-73.9887372,940.3820000000001
7 Dekalb Avenue,40.6902676,-73.9832108,1258945651,40.693201,-73.9888695,933.6930000000001
7 Dekalb Avenue,40.6902676,-73.9832108,1693893347,40.6931259,-73.9872481,669.8589999999999
7 Dekalb Avenue,40.6902676,-73.9832108,2696777590,40.6899461,-73.983563,0.0
7 Dekalb Avenue,40.6902676,-73.9832108,3026465132,40.6936053,-73.9833753,1059.729
7 Dekalb Avenue,40.6902676,-73.9832108,3536386693,40.6932538,-73.9862175,774.5889999999999
7 Dekalb Avenue,40.6902676,-73.9832108,4526565698,40.693721,-73.9834313,1476.352
7 Dekalb Avenue,40.6902676,-73.9832108,4735727610,40.6922318,-73.9872962,570.357
7 Dekalb Avenue,40.6902676,-73.9832108,5009155051,40.694921,-73.9860671,967.1239999999999
7 Dekalb Avenue,40.6902676,-73.9832108,6933321234,40.6910987,-73.9891992,722.351
7 Dekalb Avenue,40.6902676,-73.9832108,6993160951,40.6936085,-73.9842856,982.981
7 Dekalb Avenue,40.6902676,-73.9832108,10001058440,40.6949359,-73.988697,1127.2230000000002
7 Dekalb Avenue,40.6902676,-73.9832108,11381945329,40.695257,-73.9886807,1162.9540000000002
7 Dekalb Avenue,40.6902676,-73.9832108,11381945330,40.6961114,-73.9885861,1258.41
100 Willoughby Street,40.6917885,-73.9849053,42464631,40.6920559,-73.9826228,642.322
100 Willoughby Street,40.6917885,-73.9849053,42464823,40.6921704,-73.9891263,428.765
100 Willoughby Street,40.6917885,-73.9849053,42464824,40.6918024,-73.9882134,341.592
100 Willoughby Street,40.6917885,-73.9849053,42464827,40.6914546,-73.9873387,258.319
100 Willoughby Street,40.6917885,-73.9849053,42464832,40.690663,-73.9853532,166.436
100 Willoughby Street,40.6917885,-73.9849053,42464834,40.690561,-73.985105,190.238
100 Willoughby Street,40.6917885,-73.9849053,42464836,40.690292,-73.984433,254.30700000000002
100 Willoughby Street,40.6917885,-73.9849053,42464838,40.6901448,-73.9840629,289.543
100 Willoughby Street,40.6917885,-73.9849053,42464844,40.6897015,-73.9829511,395.455
100 Willoughby Street,40.6917885,-73.9849053,42464847,40.689358,-73.982098,476.89599999999996
100 Willoughby Street,40.6917885,-73.9849053,42464848,40.6889411,-73.9810499,576.6899999999999
100 Willoughby Street,40.6917885,-73.9849053,42466438,40.6887841,-73.9835721,510.118
100 Willoughby Street,40.6917885,-73.9849053,42469226,40.6932563,-73.9881544,504.254
100 Willoughby Street,40.6917885,-73.9849053,42469228,40.6922794,-73.9881997,395.561
100 Willoughby Street,40.6917885,-73.9849053,42480566,40.693036,-73.984292,520.7550000000001
100 Willoughby Street,40.6917885,-73.9849053,42480569,40.6930502,-73.9852301,441.64700000000005
100 Willoughby Street,40.6917885,-73.9849053,42480571,40.693088,-73.986226,357.57500000000005
100 Willoughby Street,40.6917885,-73.9849053,42481889,40.6949665,-73.987162,476.092
100 Willoughby Street,40.6917885,-73.9849053,42491554,40.6959659,-73.9845903,809.6869999999999
100 Willoughby Street,40.6917885,-73.9849053,42491582,40.6911662,-73.9821756,748.193
100 Willoughby Street,40.6917885,-73.9849053,42491585,40.6899297,-73.9815542,733.329
100 Willoughby Street,40.6917885,-73.9849053,42491589,40.688761,-73.980843,603.2489999999999
100 Willoughby Street,40.6917885,-73.9849053,42492210,40.6904673,-73.9878775,377.598
100 Willoughby Street,40.6917885,-73.9849053,42492213,40.6898629,-73.9882859,453.112
100 Willoughby Street,40.6917885,-73.9849053,42494919,40.6922042,-73.9862727,84.05000000000001
100 Willoughby Street,40.6917885,-73.9849053,42494920,40.6921587,-73.9852776,0.0
100 Willoughby Street,40.6917885,-73.9849053,42494921,40.6921272,-73.9843423,621.8990000000001
100 Willoughby Street,40.6917885,-73.9849053,42494924,40.6920899,-73.9833969,576.946
100 Willoughby Street,40.6917885,-73.9849053,42496432,40.691039,-73.9894028,521.292
100 Willoughby Street,40.6917885,-73.9849053,42497737,40.6960551,-73.9871076,597.227
100 Willoughby Street,40.6917885,-73.9849053,42502404,40.689222,-73.9846917,405.389
100 Willoughby Street,40.6917885,-73.9849053,42510861,40.6901632,-73.9870995,436.23
100 Willoughby Street,40.6917885,-73.9849053,42515825,40.6903899,-73.9898327,602.125
100 Willoughby Street,40.6917885,-73.9849053,42523094,40.6890086,-73.9861587,385.288
100 Willoughby Street,40.6917885,-73.9849053,42523684,40.6896291,-73.985733,306.60900000000004
100 Willoughby Street,40.6917885,-73.9849053,42523688,40.688451,-73.9827164,591.219
100 Willoughby Street,40.6917885,-73.9849053,42523691,40.6879371,-73.9813995,706.18
100 Willoughby Street,40.6917885,-73.9849053,42523903,40.6905587,-73.9826854,828.26
100 Willoughby Street,40.6917885,-73.9849053,278630368,40.692096,-73.9889495,411.717
100 Willoughby Street,40.6917885,-73.9849053,278630910,40.6909958,-73.9892384,506.622
100 Willoughby Street,40.6917885,-73.9849053,278631323,40.6903367,-73.9896591,617.912
100 Willoughby Street,40.6917885,-73.9849053,278632281,40.6925287,-73.9888795,460.289
100 Willoughby Street,40.6917885,-73.9849053,278632502,40.6950187,-73.9886923,737.8740000000001
100 Willoughby Street,40.6917885,-73.9849053,278632503,40.6961134,-73.988653,859.6840000000001
100 Willoughby Street,40.6917885,-73.9849053,588036470,40.6910889,-73.986427,268.60900000000004
100 Willoughby Street,40.6917885,-73.9849053,597844593,40.6929609,-73.9833513,719.2130000000001
100 Willoughby Street,40.6917885,-73.9849053,597844596,40.6930266,-73.9831149,729.182
100 Willoughby Street,40.6917885,-73.9849053,597844756,40.6924916,-73.9905666,556.226
100 Willoughby Street,40.6917885,-73.9849053,597844772,40.6936062,-73.9835754,644.2940000000001
100 Willoughby Street,40.6917885,-73.9849053,1258875373,40.6913337,-73.9820768,885.901
100 Willoughby Street,40.6917885,-73.9849053,1258875489,40.6899251,-73.9813796,718.5989999999999
100 Willoughby Street,40.6917885,-73.9849053,1258875710,40.6920539,-73.9824379,657.913
100 Willoughby Street,40.6917885,-73.9849053,1258875754,40.688872,-73.9808694,593.7379999999999
100 Willoughby Street,40.6917885,-73.9849053,1258945540,40.6932475,-73.9887372,541.818
100 Willoughby Street,40.6917885,-73.9849053,1258945651,40.693201,-73.9888695,535.129
100 Willoughby Street,40.6917885,-73.9849053,1693893347,40.6931259,-73.9872481,271.295
100 Willoughby Street,40.6917885,-73.9849053,2696777590,40.6899461,-73.983563,337.132
100 Willoughby Street,40.6917885,-73.9849053,3026465132,40.6936053,-73.9833753,661.1650000000001
100 Willoughby Street,40.6917885,-73.9849053,3536386693,40.6932538,-73.9862175,376.02500000000003
100 Willoughby Street,40.6917885,-73.9849053,4526565698,40.693721,-73.9834313,1077.788
100 Willoughby Street,40.6917885,-73.9849053,4735727610,40.6922318,-73.9872962,171.793
100 Willoughby Street,40.6917885,-73.9849053,5009155051,40.694921,-73.9860671,568.56
100 Willoughby Street,40.6917885,-73.9849053,6933321234,40.6910987,-73.9891992,518.545
100 Willoughby Street,40.6917885,-73.9849053,6993160951,40.6936085,-73.9842856,584.4170000000001
100 Willoughby Street,40.6917885,-73.9849053,10001058440,40.6949359,-73.988697,728.6590000000001
100 Willoughby Street,40.6917885,-73.9849053,11381945329,40.695257,-73.9886807,764.3900000000001
100 Willoughby Street,40.6917885,-73.9849053,11381945330,40.6961114,-73.9885861,859.8460000000001
430 Albee Square,40.690792,-73.9837804,42464631,40.6920559,-73.9826228,352.779
430 Albee Square,40.690792,-73.9837804,42464823,40.6921704,-73.9891263,874.918
430 Albee Square,40.690792,-73.9837804,42464824,40.6918024,-73.9882134,787.745
430 Albee Square,40.690792,-73.9837804,42464827,40.6914546,-73.9873387,704.472
430 Albee Square,40.690792,-73.9837804,42464832,40.690663,-73.9853532,612.589
430 Albee Square,40.690792,-73.9837804,42464834,40.690561,-73.985105,635.497
430 Albee Square,40.690792,-73.9837804,42464836,40.690292,-73.984433,571.428
430 Albee Square,40.690792,-73.9837804,42464838,40.6901448,-73.9840629,0.0
430 Albee Square,40.690792,-73.9837804,42464844,40.6897015,-73.9829511,105.912
430 Albee Square,40.690792,-73.9837804,42464847,40.689358,-73.982098,187.353
430 Albee Square,40.690792,-73.9837804,42464848,40.6889411,-73.9810499,287.147
430 Albee Square,40.690792,-73.9837804,42466438,40.6887841,-73.9835721,220.575
430 Albee Square,40.690792,-73.9837804,42469226,40.6932563,-73.9881544,950.4069999999999
430 Albee Square,40.690792,-73.9837804,42469228,40.6922794,-73.9881997,841.7139999999999
430 Albee Square,40.690792,-73.9837804,42480566,40.693036,-73.984292,966.9079999999999
430 Albee Square,40.690792,-73.9837804,42480569,40.6930502,-73.9852301,887.7999999999998
430 Albee Square,40.690792,-73.9837804,42480571,40.693088,-73.986226,803.7279999999998
430 Albee Square,40.690792,-73.9837804,42481889,40.6949665,-73.987162,922.2449999999999
430 Albee Square,40.690792,-73.9837804,42491554,40.6959659,-73.9845903,1255.84
430 Albee Square,40.690792,-73.9837804,42491582,40.6911662,-73.9821756,458.65
430 Albee Square,40.690792,-73.9837804,42491585,40.6899297,-73.9815542,443.786
430 Albee Square,40.690792,-73.9837804,42491589,40.688761,-73.980843,313.706
430 Albee Square,40.690792,-73.9837804,42492210,40.6904673,-73.9878775,628.9929999999999
430 Albee Square,40.690792,-73.9837804,42492213,40.6898629,-73.9882859,704.507
430 Albee Square,40.690792,-73.9837804,42494919,40.6922042,-73.9862727,530.203
430 Albee Square,40.690792,-73.9837804,42494920,40.6921587,-73.9852776,446.153
430 Albee Square,40.690792,-73.9837804,42494921,40.6921272,-73.9843423,367.21900000000005
430 Albee Square,40.690792,-73.9837804,42494924,40.6920899,-73.9833969,287.403
430 Albee Square,40.690792,-73.9837804,42496432,40.691039,-73.9894028,772.6869999999999
430 Albee Square,40.690792,-73.9837804,42497737,40.6960551,-73.9871076,1043.3799999999999
430 Albee Square,40.690792,-73.9837804,42502404,40.689222,-73.9846917,326.793
430 Albee Square,40.690792,-73.9837804,42510861,40.6901632,-73.9870995,555.194
430 Albee Square,40.690792,-73.9837804,42515825,40.6903899,-73.9898327,853.5199999999999
430 Albee Square,40.690792,-73.9837804,42523094,40.6890086,-73.9861587,504.25199999999995
430 Albee Square,40.690792,-73.9837804,42523684,40.6896291,-73.985733,425.573
430 Albee Square,40.690792,-73.9837804,42523688,40.688451,-73.9827164,301.676
430 Albee Square,40.690792,-73.9837804,42523691,40.6879371,-73.9813995,416.637
430 Albee Square,40.690792,-73.9837804,42523903,40.6905587,-73.9826854,538.717
430 Albee Square,40.690792,-73.9837804,278630368,40.692096,-73.9889495,857.87
430 Albee Square,40.690792,-73.9837804,278630910,40.6909958,-73.9892384,758.0169999999999
430 Albee Square,40.690792,-73.9837804,278631323,40.6903367,-73.9896591,869.3069999999999
430 Albee Square,40.690792,-73.9837804,278632281,40.6925287,-73.9888795,906.442
430 Albee Square,40.690792,-73.9837804,278632502,40.6950187,-73.9886923,1184.027
430 Albee Square,40.690792,-73.9837804,278632503,40.6961134,-73.988653,1305.8370000000002
430 Albee Square,40.690792,-73.9837804,588036470,40.6910889,-73.986427,673.704
430 Albee Square,40.690792,-73.9837804,597844593,40.6929609,-73.9833513,1165.366
430 Albee Square,40.690792,-73.9837804,597844596,40.6930266,-73.9831149,1175.335
430 Albee Square,40.690792,-73.9837804,597844756,40.6924916,-73.9905666,1002.379
430 Albee Square,40.690792,-73.9837804,597844772,40.6936062,-73.9835754,1090.447
430 Albee Square,40.690792,-73.9837804,1258875373,40.6913337,-73.9820768,596.358
430 Albee Square,40.690792,-73.9837804,1258875489,40.6899251,-73.9813796,429.056
430 Albee Square,40.690792,-73.9837804,1258875710,40.6920539,-73.9824379,368.37
430 Albee Square,40.690792,-73.9837804,1258875754,40.688872,-73.9808694,304.195
430 Albee Square,40.690792,-73.9837804,1258945540,40.6932475,-73.9887372,987.971
430 Albee Square,40.690792,-73.9837804,1258945651,40.693201,-73.9888695,981.282
430 Albee Square,40.690792,-73.9837804,1693893347,40.6931259,-73.9872481,717.4479999999999
430 Albee Square,40.690792,-73.9837804,2696777590,40.6899461,-73.983563,47.589
430 Albee Square,40.690792,-73.9837804,3026465132,40.6936053,-73.9833753,1107.318
430 Albee Square,40.690792,-73.9837804,3536386693,40.6932538,-73.9862175,822.1779999999999
430 Albee Square,40.690792,-73.9837804,4526565698,40.693721,-73.9834313,1523.941
430 Albee Square,40.690792,-73.9837804,4735727610,40.6922318,-73.9872962,617.9459999999999
430 Albee Square,40.690792,-73.9837804,5009155051,40.694921,-73.9860671,1014.7129999999999
430 Albee Square,40.690792,-73.9837804,6933321234,40.6910987,-73.9891992,769.9399999999999
430 Albee Square,40.690792,-73.9837804,6993160951,40.6936085,-73.9842856,1030.57
430 Albee Square,40.690792,-73.9837804,10001058440,40.6949359,-73.988697,1174.8120000000001
430 Albee Square,40.690792,-73.9837804,11381945329,40.695257,-73.9886807,1210.5430000000001
430 Albee Square,40.690792,-73.9837804,11381945330,40.6961114,-73.9885861,1305.999
111 Lawrence Street,40.692741,-73.9859544,42464631,40.6920559,-73.9826228,487.246
111 Lawrence Street,40.692741,-73.9859544,42464823,40.6921704,-73.9891263,442.754
111 Lawrence Street,40.692741,-73.9859544,42464824,40.6918024,-73.9882134,355.581
111 Lawrence Street,40.692741,-73.9859544,42464827,40.6914546,-73.9873387,272.308
111 Lawrence Street,40.692741,-73.9859544,42464832,40.690663,-73.9853532,349.71900000000005
111 Lawrence Street,40.692741,-73.9859544,42464834,40.690561,-73.985105,373.5210000000001
111 Lawrence Street,40.692741,-73.9859544,42464836,40.690292,-73.984433,437.5900000000001
111 Lawrence Street,40.692741,-73.9859544,42464838,40.6901448,-73.9840629,472.8260000000001
111 Lawrence Street,40.692741,-73.9859544,42464844,40.6897015,-73.9829511,578.738
111 Lawrence Street,40.692741,-73.9859544,42464847,40.689358,-73.982098,660.1790000000001
111 Lawrence Street,40.692741,-73.9859544,42464848,40.6889411,-73.9810499,759.9730000000001
111 Lawrence Street,40.692741,-73.9859544,42466438,40.6887841,-73.9835721,693.4010000000001
111 Lawrence Street,40.692741,-73.9859544,42469226,40.6932563,-73.9881544,518.243
111 Lawrence Street,40.692741,-73.9859544,42469228,40.6922794,-73.9881997,409.55
111 Lawrence Street,40.692741,-73.9859544,42480566,40.693036,-73.984292,163.18
111 Lawrence Street,40.692741,-73.9859544,42480569,40.6930502,-73.9852301,84.072
111 Lawrence Street,40.692741,-73.9859544,42480571,40.693088,-73.986226,0.0
111 Lawrence Street,40.692741,-73.9859544,42481889,40.6949665,-73.987162,291.077
111 Lawrence Street,40.692741,-73.9859544,42491554,40.6959659,-73.9845903,624.672
111 Lawrence Street,40.692741,-73.9859544,42491582,40.6911662,-73.9821756,593.117
111 Lawrence Street,40.692741,-73.9859544,42491585,40.6899297,-73.9815542,740.2539999999999
111 Lawrence Street,40.692741,-73.9859544,42491589,40.688761,-73.980843,786.532
111 Lawrence Street,40.692741,-73.9859544,42492210,40.6904673,-73.9878775,391.587
111 Lawrence Street,40.692741,-73.9859544,42492213,40.6898629,-73.9882859,467.101
111 Lawrence Street,40.692741,-73.9859544,42494919,40.6922042,-73.9862727,267.333
111 Lawrence Street,40.692741,-73.9859544,42494920,40.6921587,-73.9852776,183.28300000000002
111 Lawrence Street,40.692741,-73.9859544,42494921,40.6921272,-73.9843423,264.324
111 Lawrence Street,40.692741,-73.9859544,42494924,40.6920899,-73.9833969,458.56499999999994
111 Lawrence Street,40.692741,-73.9859544,42496432,40.691039,-73.9894028,535.281
111 Lawrence Street,40.692741,-73.9859544,42497737,40.6960551,-73.9871076,412.212
111 Lawrence Street,40.692741,-73.9859544,42502404,40.689222,-73.9846917,588.672
111 Lawrence Street,40.692741,-73.9859544,42510861,40.6901632,-73.9870995,465.38599999999997
111 Lawrence Street,40.692741,-73.9859544,42515825,40.6903899,-73.9898327,616.1139999999999
111 Lawrence Street,40.692741,-73.9859544,42523094,40.6890086,-73.9861587,568.571
111 Lawrence Street,40.692741,-73.9859544,42523684,40.6896291,-73.985733,489.89200000000005
111 Lawrence Street,40.692741,-73.9859544,42523688,40.688451,-73.9827164,774.5020000000001
111 Lawrence Street,40.692741,-73.9859544,42523691,40.6879371,-73.9813995,889.4630000000001
111 Lawrence Street,40.692741,-73.9859544,42523903,40.6905587,-73.9826854,673.184
111 Lawrence Street,40.692741,-73.9859544,278630368,40.692096,-73.9889495,425.706
111 Lawrence Street,40.692741,-73.9859544,278630910,40.6909958,-73.9892384,520.611
111 Lawrence Street,40.692741,-73.9859544,278631323,40.6903367,-73.9896591,631.901
111 Lawrence Street,40.692741,-73.9859544,278632281,40.6925287,-73.9888795,474.278
111 Lawrence Street,40.692741,-73.9859544,278632502,40.6950187,-73.9886923,751.8630000000002
111 Lawrence Street,40.692741,-73.9859544,278632503,40.6961134,-73.988653,873.6730000000001
111 Lawrence Street,40.692741,-73.9859544,588036470,40.6910889,-73.986427,359.26800000000003
111 Lawrence Street,40.692741,-73.9859544,597844593,40.6929609,-73.9833513,361.638
111 Lawrence Street,40.692741,-73.9859544,597844596,40.6930266,-73.9831149,371.60699999999997
111 Lawrence Street,40.692741,-73.9859544,597844756,40.6924916,-73.9905666,570.215
111 Lawrence Street,40.692741,-73.9859544,597844772,40.6936062,-73.9835754,286.719
111 Lawrence Street,40.692741,-73.9859544,1258875373,40.6913337,-73.9820768,1069.184
111 Lawrence Street,40.692741,-73.9859544,1258875489,40.6899251,-73.9813796,901.8820000000001
111 Lawrence Street,40.692741,-73.9859544,1258875710,40.6920539,-73.9824379,502.837
111 Lawrence Street,40.692741,-73.9859544,1258875754,40.688872,-73.9808694,777.0210000000001
